Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,Indicator Label,Indicator Category Label,Month_Week,Week_ending,Estimate,CI_Half_width_90pct,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,21.2699,4.8839,5.8191,2383,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,21.2699,4.8839,5.8191,2383,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,6.9208,2.2779,2.7142,39,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,44.4711,13.6158,16.2231,39,0
RSV,National,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,27.3382,12.5082,14.9034,39,0
RSV,National,National,Sexual Orientation,Straight,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,17.5643,0.8187,0.9754,75980,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,17.5643,0.8187,0.9754,75980,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,17.7284,4.3602,5.1951,908,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,40.6712,5.1564,6.1438,908,0
RSV,National,National,Sexual Orientation,Straight,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,24.0361,4.1005,4.8857,908,0
RSV,National,National,Sex,Female,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,17.693,0.9675,1.1528,45076,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,17.693,0.9675,1.1528,45076,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,16.6213,5.0122,5.972,536,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,41.3806,6.5194,7.7678,536,0
RSV,National,National,Sex,Female,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,24.305,5.2836,6.2953,536,0
RSV,National,National,Sex,Male,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,16.6903,1.1612,1.3836,39578,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,19.0485,1.3451,1.6027,28461,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,15.518,2.6927,3.2083,1688,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,39.7479,3.7599,4.4798,1688,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,25.6857,3.4403,4.0991,1688,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,24.4435,1.6229,1.9337,30130,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,24.4435,1.6229,1.9337,30130,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,16.7027,2.9648,3.5325,1981,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,36.1261,3.2966,3.9279,1981,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,22.7277,3.0244,3.6036,1981,0
RSV,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,13.8215,3.447,4.1071,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,13.8215,3.447,4.1071,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,27.9633,11.4002,13.5832,294,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,36.8557,10.8279,12.9013,294,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,21.3595,7.1846,8.5604,294,0
RSV,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,18.1307,1.5806,1.8833,20953,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,18.1307,1.5806,1.8833,20953,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,11.9781,3.1357,3.7362,1180,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,36.4359,4.6235,5.5089,1180,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,33.4553,4.7729,5.6868,1180,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,11.4982,4.0423,4.8164,871,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,11.4982,4.0423,4.8164,871,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,12.1899,19.5682,23.3153,44,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,32.0237,31.6629,37.726,44,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,44.2882,12.5352,14.9356,44,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,17.7837,6.147,7.3241,1556,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,17.7837,6.147,7.3241,1556,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,14.4797,12.5851,14.995,107,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,55.8025,14.0778,16.7735,107,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,11.9341,6.7942,8.0952,107,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,13.5345,1.9795,2.3585,7621,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,13.5345,1.9795,2.3585,7621,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,26.605,6.9547,8.2865,436,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,40.7545,7.034,8.3809,436,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,19.1059,4.7706,5.6842,436,0
RSV,National,National,Race/Ethnicity,Hispanic,Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,13.6877,3.5186,4.1924,6941,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,13.6877,3.5186,4.1924,6941,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,17.4239,7.7408,9.223,341,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine/unsure,January Week 1,01/06/2024 12:00:00 AM,52.9535,8.9837,10.704,341,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,15.9349,5.8722,6.9966,341,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,13.0201,3.4688,4.133,2189,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,16.6903,1.1612,1.3836,39578,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,17.1376,6.2723,7.4734,486,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,41.9402,7.0976,8.4567,486,0
RSV,National,National,Sex,Male,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,24.2319,5.7609,6.864,486,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,9.9116,3.6105,4.3019,871,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,871,1
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,15,1
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,15,1
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,15,1
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,12.0604,3.2739,3.9009,1556,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,1556,1
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,22,1
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,22,1
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,22,1
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,11.5705,1.7985,2.1428,7621,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,11.5705,1.7985,2.1428,7621,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,9.6417,4.2796,5.0991,103,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,54.5939,21.582,25.7147,103,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,24.194,19.0646,22.7152,103,0
RSV,National,National,Race/Ethnicity,Hispanic,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,10.1756,2.3434,2.7921,6941,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,10.1756,2.3434,2.7921,6941,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,29.1665,26.408,31.4648,72,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,37.5794,19.0344,22.6793,72,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,23.0785,16.1918,19.2924,72,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,11.3156,3.3214,3.9574,2189,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,11.3156,3.3214,3.9574,2189,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,6.5348,1.4002,1.6684,34,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,21.412,7.8143,9.3107,34,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,60.7376,12.3947,14.7682,34,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,10.8181,2.144,2.5546,4902,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,10.8181,2.144,2.5546,4902,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,15.2405,4.2179,5.0256,77,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,32.2942,7.0017,8.3424,77,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,41.6472,10.9194,13.0104,77,0
RSV,National,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,3.2152,2.1289,2.5366,286,0
RSV,National,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,286,1
RSV,National,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,6,1
RSV,National,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,6,1
RSV,National,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,6,1
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,19.2359,0.9121,1.0868,63288,0
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,19.2359,0.9121,1.0868,63288,0
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,16.4817,4.1745,4.9739,746,0
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,41.9959,5.2613,6.2688,746,0
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,22.2865,3.9259,4.6777,746,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,15.5542,1.1274,1.3432,28461,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,15.5542,1.1274,1.3432,28461,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,17.1446,5.18,6.1719,367,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,44.4476,7.9837,9.5124,367,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,22.8536,6.0036,7.1532,367,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,21.8177,1.5633,1.8626,30130,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,21.8177,1.5633,1.8626,30130,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,16.919,9.3149,11.0986,342,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,40.6431,7.8515,9.355,342,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,20.6203,4.7078,5.6093,342,0
RSV,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,10.0565,1.9273,2.2963,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,10.0565,1.9273,2.2963,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,18.9352,11.5807,13.7983,83,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,53.4231,11.4201,13.6069,83,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,17.5852,5.7153,6.8097,83,0
RSV,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,14.7035,1.2471,1.4859,20953,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,14.7035,1.2471,1.4859,20953,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,16.0027,7.1229,8.4868,237,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,35.6067,10.4304,12.4277,237,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,33.687,9.9035,11.7999,237,0
RSV,Substate,Illinois-City of Chicago,Overall,60+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,17.1343,3.521,4.1952,669,0
RSV,Substate,Illinois-City of Chicago,Overall,60+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,669,1
RSV,Substate,Illinois-City of Chicago,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,11,1
RSV,Substate,Illinois-City of Chicago,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,11,1
RSV,Substate,Illinois-City of Chicago,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,11,1
RSV,Substate,Illinois-Rest of State,Overall,60+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,19.5127,2.3573,2.8087,2542,0
RSV,Substate,Illinois-Rest of State,Overall,60+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,2542,1
RSV,Substate,Illinois-Rest of State,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,Illinois-Rest of State,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,Illinois-Rest of State,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,New York-New York City,Overall,60+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,6.1934,2.1174,2.5228,283,0
RSV,Substate,New York-New York City,Overall,60+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,283,1
RSV,Substate,New York-New York City,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,3,1
RSV,Substate,New York-New York City,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,3,1
RSV,Substate,New York-New York City,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,3,1
RSV,Substate,New York-Rest of State,Overall,60+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,12.9435,1.9166,2.2836,1729,0
RSV,Substate,New York-Rest of State,Overall,60+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,1729,1
RSV,Substate,New York-Rest of State,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,New York-Rest of State,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,New York-Rest of State,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,Pennsylvania-Philadelphia County,Overall,60+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,16.6301,4.7897,5.7068,1305,0
RSV,Substate,Pennsylvania-Philadelphia County,Overall,60+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,1305,1
RSV,Substate,Pennsylvania-Philadelphia County,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,26,1
RSV,Substate,Pennsylvania-Philadelphia County,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,26,1
RSV,Substate,Pennsylvania-Philadelphia County,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,26,1
RSV,Substate,Pennsylvania-Rest of State,Overall,60+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,13.6173,1.7516,2.087,2740,0
RSV,Substate,Pennsylvania-Rest of State,Overall,60+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,2740,1
RSV,Substate,Pennsylvania-Rest of State,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,19,1
RSV,Substate,Pennsylvania-Rest of State,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,19,1
RSV,Substate,Pennsylvania-Rest of State,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,19,1
RSV,Substate,Texas-Bexar County,Overall,60+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,20.6178,3.3102,3.944,1529,0
RSV,Substate,Texas-Bexar County,Overall,60+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,,,,1529,1
RSV,Substate,Texas-Bexar County,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,Texas-Bexar County,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
RSV,Substate,Texas-Bexar County,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,,,,12,1
